RuleId,Priority,Filter1,Filter2,Filter3,Filter4,OutputValue
567,234,AAA,<ANY>,DDD,BBB,961
568,957,BBB,DDD,AAA,DDD,19073
569,708,AAA,AAA,CCC,<ANY>,8465
570,344,AAA,DDD,DDD,CCC,6101
571,302,CCC,<ANY>,AAA,CCC,14012
572,707,AAA,CCC,CCC,AAA,2644
573,433,AAA,CCC,CCC,AAA,14475
574,278,AAA,<ANY>,AAA,DDD,6595
575,604,CCC,<ANY>,<ANY>,BBB,10249
576,794,BBB,BBB,CCC,AAA,13231
577,157,BBB,BBB,DDD,CCC,16015
578,723,AAA,DDD,<ANY>,AAA,10790
579,835,AAA,<ANY>,DDD,AAA,6569
580,249,AAA,DDD,CCC,CCC,190
581,36,<ANY>,AAA,BBB,AAA,14483
582,882,CCC,BBB,CCC,<ANY>,9096
583,101,DDD,AAA,CCC,DDD,2617
584,755,AAA,AAA,DDD,CCC,16584
585,308,CCC,CCC,<ANY>,<ANY>,3099
586,271,<ANY>,DDD,<ANY>,<ANY>,16960
587,576,BBB,AAA,AAA,BBB,15226
588,896,BBB,AAA,DDD,CCC,13292
589,217,<ANY>,CCC,BBB,<ANY>,5632
590,63,DDD,CCC,CCC,DDD,3372
591,37,AAA,BBB,AAA,AAA,18414
592,698,CCC,DDD,CCC,DDD,7559
593,785,<ANY>,<ANY>,BBB,CCC,8073
594,944,CCC,<ANY>,AAA,AAA,13357
595,320,AAA,AAA,BBB,CCC,16431
596,745,DDD,CCC,AAA,DDD,1710
597,924,CCC,<ANY>,<ANY>,CCC,10836
598,681,CCC,<ANY>,BBB,DDD,13484
599,974,AAA,DDD,BBB,BBB,1486
600,401,CCC,<ANY>,CCC,AAA,4435
601,781,BBB,DDD,CCC,CCC,16963
602,648,<ANY>,CCC,AAA,<ANY>,8126
603,725,BBB,<ANY>,BBB,DDD,10742
604,252,BBB,<ANY>,CCC,CCC,8962
605,365,BBB,DDD,<ANY>,AAA,15702
606,141,BBB,DDD,AAA,CCC,8248
607,527,BBB,CCC,CCC,<ANY>,14344
608,979,DDD,<ANY>,DDD,DDD,5583
609,34,AAA,<ANY>,DDD,AAA,609
610,370,BBB,<ANY>,BBB,<ANY>,17337
611,443,AAA,AAA,CCC,DDD,9888
612,491,DDD,<ANY>,CCC,DDD,1727
613,431,DDD,DDD,<ANY>,AAA,4328
614,171,<ANY>,<ANY>,CCC,DDD,5287
615,708,DDD,<ANY>,<ANY>,CCC,3950
616,499,AAA,<ANY>,CCC,CCC,19881
617,201,CCC,AAA,<ANY>,DDD,7524
618,755,CCC,AAA,DDD,BBB,11097
619,30,<ANY>,AAA,<ANY>,<ANY>,7520
620,894,DDD,CCC,BBB,AAA,19025
621,259,<ANY>,DDD,DDD,AAA,14810
622,633,<ANY>,BBB,AAA,BBB,4205
623,741,DDD,DDD,BBB,BBB,1495
624,571,CCC,<ANY>,CCC,BBB,4369
625,378,CCC,<ANY>,BBB,DDD,2932
626,878,CCC,<ANY>,BBB,<ANY>,3792
627,301,BBB,BBB,CCC,DDD,13038
628,369,DDD,DDD,BBB,DDD,15073
629,847,DDD,AAA,AAA,AAA,6043
630,78,<ANY>,DDD,AAA,CCC,9240
631,782,BBB,BBB,DDD,DDD,1741
632,675,DDD,CCC,DDD,<ANY>,3598
633,504,BBB,AAA,DDD,AAA,8054
634,502,AAA,<ANY>,DDD,AAA,18300
635,4,<ANY>,<ANY>,AAA,CCC,19113
636,647,BBB,<ANY>,<ANY>,BBB,11037
637,41,BBB,DDD,DDD,CCC,9798
638,471,BBB,AAA,BBB,BBB,13812
639,894,<ANY>,DDD,BBB,AAA,11552
640,906,AAA,<ANY>,AAA,BBB,6821
641,460,BBB,<ANY>,AAA,<ANY>,31
642,344,BBB,CCC,CCC,<ANY>,18358
643,440,<ANY>,<ANY>,AAA,CCC,10641
644,599,CCC,BBB,CCC,BBB,18600
645,519,CCC,<ANY>,BBB,<ANY>,13222
646,665,CCC,CCC,AAA,DDD,9734
647,967,CCC,<ANY>,DDD,AAA,7072
648,722,CCC,CCC,CCC,AAA,1527
649,414,CCC,AAA,<ANY>,<ANY>,18991
650,368,<ANY>,<ANY>,CCC,AAA,7915
651,727,CCC,DDD,CCC,<ANY>,11410
652,981,BBB,CCC,DDD,AAA,14151
653,19,AAA,BBB,AAA,CCC,7328
654,483,AAA,<ANY>,BBB,BBB,13032
655,105,DDD,DDD,AAA,<ANY>,1234
656,844,CCC,<ANY>,<ANY>,BBB,6408
657,623,DDD,DDD,DDD,CCC,12429
658,106,CCC,BBB,DDD,CCC,5290
659,678,DDD,BBB,AAA,AAA,3257
660,837,CCC,DDD,CCC,AAA,459
661,591,<ANY>,AAA,DDD,CCC,560
662,912,CCC,<ANY>,DDD,DDD,12160
663,838,DDD,AAA,<ANY>,<ANY>,9804
664,365,CCC,DDD,<ANY>,CCC,970
665,770,BBB,BBB,<ANY>,<ANY>,1939
666,843,BBB,CCC,AAA,CCC,10910
667,767,CCC,DDD,DDD,BBB,12892
668,513,CCC,CCC,BBB,AAA,16058
669,331,AAA,BBB,<ANY>,BBB,18003
670,910,BBB,DDD,<ANY>,AAA,11239
671,274,DDD,DDD,BBB,<ANY>,14251
672,301,<ANY>,BBB,CCC,AAA,19225
673,989,DDD,CCC,<ANY>,AAA,7368
674,437,BBB,AAA,CCC,DDD,18221
675,155,<ANY>,<ANY>,DDD,DDD,5804
676,96,CCC,BBB,<ANY>,DDD,7425
677,536,<ANY>,BBB,BBB,AAA,11917
678,963,BBB,CCC,DDD,BBB,13648
679,486,<ANY>,CCC,AAA,AAA,9378
680,159,AAA,DDD,CCC,DDD,13475
681,540,DDD,BBB,DDD,AAA,13189
682,720,<ANY>,BBB,CCC,CCC,15036
683,497,<ANY>,AAA,DDD,DDD,18790
684,131,DDD,BBB,AAA,BBB,15635
685,183,DDD,AAA,CCC,CCC,3686
686,98,AAA,CCC,DDD,DDD,13172
687,146,<ANY>,CCC,<ANY>,BBB,11989
688,382,DDD,DDD,AAA,CCC,7249
689,916,AAA,AAA,CCC,BBB,11150
690,675,DDD,DDD,<ANY>,CCC,10448
691,781,CCC,AAA,DDD,AAA,17938
692,952,BBB,<ANY>,BBB,DDD,10182
693,256,DDD,AAA,BBB,AAA,14828
694,749,DDD,AAA,AAA,CCC,6614
695,244,BBB,<ANY>,AAA,<ANY>,6292
696,989,BBB,DDD,<ANY>,AAA,15055
697,138,BBB,BBB,CCC,AAA,5410
698,717,AAA,<ANY>,CCC,CCC,3511
699,698,BBB,DDD,DDD,<ANY>,6521
700,37,DDD,BBB,CCC,AAA,7131
701,273,BBB,CCC,DDD,BBB,7716
702,588,CCC,BBB,DDD,<ANY>,7201
703,504,DDD,<ANY>,AAA,DDD,4758
704,479,<ANY>,CCC,<ANY>,AAA,14826
705,893,CCC,CCC,DDD,BBB,651
706,81,CCC,<ANY>,AAA,BBB,18009
707,914,<ANY>,DDD,BBB,BBB,18470
708,493,<ANY>,<ANY>,AAA,AAA,11558
709,231,AAA,AAA,BBB,CCC,7190
710,943,BBB,AAA,CCC,BBB,15744
711,343,DDD,BBB,<ANY>,CCC,11168
712,776,AAA,BBB,<ANY>,DDD,13531
713,5,BBB,DDD,<ANY>,AAA,2035
714,900,AAA,BBB,AAA,AAA,5464
715,516,DDD,BBB,AAA,CCC,3233
716,210,CCC,AAA,AAA,AAA,15722
717,438,CCC,CCC,DDD,CCC,5424
718,378,BBB,<ANY>,CCC,DDD,821
719,44,<ANY>,CCC,BBB,AAA,4079
720,80,DDD,BBB,<ANY>,DDD,6463
721,750,BBB,<ANY>,BBB,AAA,7532
722,404,DDD,CCC,DDD,DDD,16428
723,901,AAA,BBB,DDD,CCC,16667
724,20,DDD,BBB,<ANY>,BBB,12902
725,402,CCC,<ANY>,CCC,BBB,19528
726,742,BBB,CCC,<ANY>,BBB,7967
727,709,<ANY>,BBB,<ANY>,BBB,5110
728,801,DDD,DDD,DDD,DDD,14602
729,631,BBB,<ANY>,BBB,CCC,16403
730,372,AAA,CCC,DDD,DDD,10088
731,441,<ANY>,CCC,<ANY>,BBB,11808
732,925,CCC,BBB,CCC,DDD,15747
733,964,<ANY>,DDD,BBB,<ANY>,19213
734,561,AAA,DDD,CCC,<ANY>,512
735,730,BBB,BBB,CCC,AAA,3610
736,600,AAA,AAA,<ANY>,AAA,12126
737,81,BBB,AAA,CCC,BBB,4755
738,916,DDD,<ANY>,BBB,DDD,14359
739,399,<ANY>,AAA,<ANY>,AAA,9423
740,835,BBB,BBB,AAA,<ANY>,15205
741,534,BBB,DDD,BBB,<ANY>,7722
742,73,<ANY>,CCC,BBB,<ANY>,19245
743,793,BBB,<ANY>,BBB,CCC,1327
744,815,AAA,AAA,DDD,AAA,17762
745,746,CCC,DDD,DDD,BBB,16878
746,902,AAA,AAA,CCC,CCC,2482
747,470,CCC,DDD,<ANY>,AAA,13728
748,272,CCC,DDD,DDD,CCC,9464
749,175,DDD,DDD,CCC,<ANY>,2146
750,952,AAA,AAA,BBB,<ANY>,11291
751,883,BBB,AAA,BBB,DDD,12289
752,808,DDD,BBB,CCC,DDD,19560
753,945,AAA,DDD,<ANY>,<ANY>,13697
754,820,<ANY>,CCC,DDD,BBB,14526
755,616,AAA,DDD,DDD,CCC,8434
756,23,BBB,CCC,<ANY>,DDD,10181
757,805,DDD,DDD,AAA,<ANY>,13204
758,859,DDD,BBB,BBB,BBB,7512
759,728,BBB,CCC,<ANY>,CCC,8858
760,665,CCC,AAA,<ANY>,DDD,8400
761,233,AAA,AAA,BBB,BBB,9757
762,300,<ANY>,AAA,BBB,CCC,9638
763,996,<ANY>,AAA,AAA,BBB,15016
764,73,DDD,AAA,AAA,AAA,2806
765,90,CCC,<ANY>,BBB,BBB,10802
766,444,CCC,DDD,CCC,AAA,17403
767,161,<ANY>,DDD,DDD,<ANY>,9156
768,492,<ANY>,<ANY>,CCC,AAA,1028
769,770,DDD,AAA,DDD,DDD,18794
770,671,AAA,DDD,DDD,CCC,983
771,656,CCC,DDD,DDD,CCC,463
772,238,AAA,<ANY>,CCC,<ANY>,8193
773,721,CCC,BBB,CCC,CCC,11094
774,329,DDD,DDD,<ANY>,BBB,10326
775,749,<ANY>,CCC,<ANY>,AAA,18664
776,540,BBB,BBB,<ANY>,<ANY>,2551
777,147,AAA,<ANY>,AAA,AAA,16991
778,232,DDD,<ANY>,CCC,CCC,14838
779,550,AAA,AAA,BBB,BBB,19713
780,485,CCC,CCC,<ANY>,BBB,7274
781,872,AAA,BBB,CCC,<ANY>,9842
782,463,CCC,<ANY>,DDD,BBB,12866
783,41,BBB,CCC,BBB,CCC,13371
784,997,DDD,AAA,BBB,DDD,1905
785,305,<ANY>,DDD,<ANY>,DDD,5100
786,91,<ANY>,AAA,DDD,AAA,17709
787,828,DDD,<ANY>,DDD,CCC,14232
788,388,<ANY>,CCC,DDD,CCC,8406
789,895,DDD,CCC,DDD,<ANY>,17540
790,420,AAA,DDD,AAA,CCC,8289
791,246,AAA,CCC,CCC,<ANY>,15320
792,752,DDD,<ANY>,CCC,AAA,8432
793,454,<ANY>,<ANY>,BBB,<ANY>,13920
794,884,DDD,DDD,BBB,DDD,19804
795,26,BBB,AAA,DDD,BBB,9252
796,719,AAA,DDD,<ANY>,<ANY>,8622
797,601,DDD,CCC,DDD,DDD,5090
798,53,AAA,DDD,<ANY>,<ANY>,13912
799,138,<ANY>,<ANY>,DDD,AAA,13754
800,679,CCC,BBB,DDD,BBB,3382
801,304,CCC,BBB,CCC,AAA,9992
802,867,AAA,AAA,<ANY>,<ANY>,12031
803,62,<ANY>,CCC,AAA,DDD,17442
804,597,CCC,CCC,CCC,DDD,4284
805,59,BBB,DDD,<ANY>,<ANY>,2771
806,749,DDD,BBB,CCC,<ANY>,11852
807,389,BBB,BBB,AAA,AAA,5039
808,698,<ANY>,AAA,DDD,CCC,11467
809,685,<ANY>,<ANY>,AAA,DDD,16985
810,837,DDD,DDD,AAA,BBB,19549
811,782,<ANY>,BBB,CCC,<ANY>,4586
812,231,<ANY>,DDD,DDD,DDD,13665
813,648,DDD,DDD,<ANY>,BBB,18714
814,589,<ANY>,BBB,AAA,DDD,16292
815,23,BBB,DDD,BBB,AAA,6828
816,823,<ANY>,DDD,BBB,BBB,14829
817,597,<ANY>,CCC,BBB,CCC,8198
818,589,<ANY>,CCC,DDD,<ANY>,9605
819,267,CCC,<ANY>,DDD,<ANY>,8935
820,560,AAA,BBB,CCC,DDD,15555
821,398,AAA,CCC,BBB,CCC,8283
822,7,<ANY>,CCC,DDD,DDD,8439
823,595,AAA,BBB,DDD,BBB,17051
824,980,CCC,AAA,BBB,<ANY>,6784
825,633,BBB,BBB,CCC,<ANY>,12641
826,25,BBB,<ANY>,AAA,<ANY>,225
827,176,CCC,<ANY>,BBB,DDD,1734
828,129,AAA,CCC,BBB,<ANY>,12857
829,223,DDD,DDD,<ANY>,AAA,7987
830,621,AAA,<ANY>,BBB,BBB,4891
831,95,<ANY>,<ANY>,DDD,BBB,11264
832,324,<ANY>,<ANY>,<ANY>,AAA,9439
833,510,DDD,CCC,AAA,AAA,4744
834,139,DDD,CCC,CCC,DDD,2595
835,471,<ANY>,AAA,AAA,AAA,19095
836,29,DDD,AAA,CCC,BBB,8389
837,60,DDD,DDD,AAA,DDD,14307
838,963,AAA,CCC,CCC,DDD,10183
839,328,DDD,DDD,CCC,CCC,10162
840,41,AAA,BBB,DDD,<ANY>,11161
841,520,AAA,CCC,CCC,DDD,3649
842,537,AAA,CCC,DDD,BBB,11406
843,89,DDD,DDD,CCC,DDD,18591
844,852,<ANY>,CCC,AAA,BBB,4351
845,342,BBB,<ANY>,BBB,AAA,13984
846,185,BBB,AAA,AAA,BBB,12522
847,804,<ANY>,AAA,DDD,AAA,12007
848,643,<ANY>,BBB,DDD,DDD,13400
849,809,AAA,AAA,BBB,BBB,19935
850,337,<ANY>,DDD,DDD,BBB,8403
851,457,<ANY>,CCC,DDD,<ANY>,5094
852,985,BBB,AAA,BBB,BBB,14587
853,383,CCC,CCC,AAA,AAA,9736
854,580,CCC,DDD,DDD,CCC,2153
855,263,AAA,DDD,DDD,DDD,17243
856,825,BBB,BBB,CCC,CCC,7172
857,294,AAA,AAA,DDD,BBB,15496
858,874,BBB,<ANY>,CCC,AAA,7725
859,361,DDD,BBB,DDD,DDD,4907
860,710,DDD,BBB,<ANY>,CCC,12171
861,323,AAA,<ANY>,<ANY>,BBB,11134
862,6,AAA,DDD,CCC,AAA,15330
863,785,DDD,BBB,BBB,CCC,10699
864,551,<ANY>,CCC,CCC,<ANY>,19039
865,925,<ANY>,DDD,AAA,CCC,19651
866,118,DDD,DDD,BBB,AAA,7783
867,201,DDD,BBB,AAA,DDD,16685
868,37,AAA,<ANY>,DDD,BBB,13735
869,474,DDD,CCC,DDD,AAA,10273
870,81,CCC,CCC,CCC,AAA,9971
871,613,CCC,<ANY>,DDD,DDD,2461
872,925,CCC,BBB,BBB,DDD,19240
873,350,<ANY>,BBB,CCC,AAA,7933
874,658,AAA,AAA,BBB,BBB,11150
875,752,CCC,AAA,BBB,CCC,4649
876,706,BBB,<ANY>,AAA,BBB,13226
877,160,CCC,<ANY>,BBB,BBB,3979
878,285,CCC,AAA,BBB,BBB,10502
879,240,BBB,DDD,CCC,BBB,16624
880,306,CCC,DDD,BBB,<ANY>,280
881,95,<ANY>,AAA,DDD,AAA,15182
882,1000,<ANY>,CCC,AAA,<ANY>,18384
883,95,DDD,<ANY>,DDD,CCC,7087
884,298,DDD,AAA,<ANY>,DDD,11315
885,705,AAA,CCC,CCC,AAA,9824
886,68,AAA,BBB,AAA,BBB,14781
887,945,<ANY>,AAA,BBB,AAA,10628
888,779,CCC,BBB,DDD,DDD,12328
889,835,<ANY>,BBB,BBB,DDD,16899
890,463,DDD,DDD,<ANY>,BBB,12268
891,745,AAA,BBB,AAA,AAA,1566
892,43,CCC,CCC,CCC,AAA,4695
893,513,AAA,BBB,CCC,CCC,18225
894,449,AAA,AAA,DDD,<ANY>,5137
895,223,DDD,AAA,CCC,BBB,10582
896,597,<ANY>,DDD,BBB,CCC,18686
897,538,<ANY>,CCC,AAA,AAA,16637
898,644,BBB,AAA,AAA,<ANY>,13766
899,622,DDD,DDD,BBB,AAA,5418
900,137,BBB,BBB,AAA,BBB,13466
901,582,<ANY>,CCC,AAA,<ANY>,16937
902,733,CCC,BBB,AAA,DDD,8559
903,302,AAA,<ANY>,DDD,DDD,2362
904,330,CCC,BBB,<ANY>,DDD,18567
905,657,AAA,AAA,AAA,CCC,1558
906,946,AAA,CCC,AAA,AAA,16738
907,486,BBB,AAA,AAA,AAA,14178
908,263,BBB,CCC,AAA,AAA,7139
909,120,CCC,<ANY>,CCC,AAA,6173
910,123,CCC,BBB,CCC,AAA,1817
911,275,<ANY>,BBB,DDD,<ANY>,19155
912,420,BBB,BBB,CCC,AAA,14834
913,451,BBB,AAA,<ANY>,BBB,7594
914,188,AAA,CCC,CCC,CCC,19895
915,866,BBB,DDD,CCC,<ANY>,1486
916,653,DDD,BBB,BBB,DDD,3832
917,952,<ANY>,<ANY>,BBB,<ANY>,615
918,575,BBB,AAA,<ANY>,<ANY>,10092
919,324,BBB,AAA,DDD,<ANY>,18607
920,898,DDD,BBB,AAA,CCC,101
921,241,DDD,<ANY>,CCC,CCC,11337
922,435,AAA,AAA,CCC,AAA,53
923,869,CCC,CCC,BBB,BBB,11213
924,741,CCC,AAA,DDD,DDD,19368
925,88,DDD,CCC,AAA,<ANY>,18530
926,221,AAA,AAA,CCC,<ANY>,19082
927,280,AAA,<ANY>,DDD,AAA,8494
928,785,<ANY>,AAA,DDD,BBB,502
929,260,<ANY>,DDD,CCC,<ANY>,10598
930,838,AAA,<ANY>,<ANY>,BBB,16977
931,526,AAA,<ANY>,<ANY>,DDD,18676
932,627,BBB,BBB,CCC,<ANY>,17359
933,815,BBB,BBB,CCC,AAA,9517
934,442,DDD,BBB,<ANY>,AAA,12732
935,103,BBB,DDD,AAA,DDD,1835
936,295,DDD,DDD,BBB,CCC,19178
937,314,BBB,CCC,BBB,BBB,7958
938,177,AAA,CCC,DDD,<ANY>,16719
939,80,<ANY>,CCC,AAA,<ANY>,13144
940,828,DDD,AAA,<ANY>,CCC,4596
941,83,<ANY>,CCC,<ANY>,BBB,12173
942,939,AAA,AAA,AAA,AAA,11175
943,368,DDD,AAA,DDD,BBB,18895
944,390,CCC,BBB,AAA,CCC,4606
945,221,AAA,CCC,<ANY>,CCC,12087
946,258,CCC,<ANY>,DDD,BBB,10302
947,243,CCC,<ANY>,CCC,BBB,6849
948,944,<ANY>,AAA,DDD,DDD,5371
949,936,CCC,DDD,DDD,CCC,2253
950,842,DDD,CCC,AAA,AAA,12854
951,640,<ANY>,AAA,CCC,AAA,2542
952,618,CCC,AAA,DDD,<ANY>,9362
953,990,AAA,<ANY>,AAA,CCC,19819
954,941,BBB,DDD,<ANY>,<ANY>,3111
955,524,CCC,<ANY>,DDD,BBB,8219
956,153,BBB,AAA,CCC,AAA,11023
957,882,<ANY>,<ANY>,DDD,AAA,10808
958,797,BBB,<ANY>,DDD,AAA,14297
959,719,DDD,AAA,AAA,DDD,3619
960,301,<ANY>,DDD,<ANY>,AAA,4679
961,426,DDD,AAA,DDD,AAA,1778
962,346,BBB,AAA,CCC,<ANY>,10711
963,639,DDD,<ANY>,BBB,CCC,11343
964,416,DDD,AAA,CCC,CCC,1342
965,374,<ANY>,DDD,AAA,DDD,7389
966,324,AAA,DDD,DDD,BBB,5243
967,519,BBB,DDD,<ANY>,BBB,19849
968,482,<ANY>,BBB,DDD,CCC,9397
969,830,BBB,CCC,<ANY>,CCC,11061
970,912,AAA,CCC,<ANY>,AAA,4348
971,573,BBB,<ANY>,CCC,AAA,8336
972,919,BBB,AAA,CCC,<ANY>,1474
973,786,<ANY>,CCC,<ANY>,CCC,10547
974,297,CCC,CCC,AAA,DDD,13178
975,509,BBB,DDD,CCC,BBB,13735
976,803,AAA,DDD,DDD,BBB,13732
977,466,AAA,<ANY>,<ANY>,DDD,3424
978,120,CCC,BBB,AAA,CCC,14628
979,318,BBB,CCC,DDD,BBB,13534
980,572,<ANY>,DDD,AAA,BBB,11258
981,756,CCC,BBB,BBB,<ANY>,7289
982,292,DDD,AAA,DDD,<ANY>,8183
983,686,BBB,AAA,BBB,<ANY>,14866
984,621,AAA,DDD,DDD,DDD,265
985,690,BBB,BBB,DDD,BBB,14614
986,609,BBB,<ANY>,BBB,CCC,18339
987,112,AAA,<ANY>,BBB,BBB,5801
988,183,DDD,DDD,<ANY>,DDD,10737
989,449,AAA,DDD,DDD,DDD,11733
990,490,BBB,DDD,DDD,<ANY>,5889
991,338,AAA,CCC,BBB,BBB,11811
992,774,BBB,BBB,AAA,AAA,6546
993,504,<ANY>,BBB,CCC,CCC,10016
994,921,<ANY>,<ANY>,<ANY>,CCC,1164
995,466,DDD,CCC,<ANY>,<ANY>,13104
996,220,DDD,BBB,<ANY>,AAA,10040
997,561,CCC,<ANY>,CCC,CCC,16555
998,493,DDD,<ANY>,AAA,AAA,3642
999,894,<ANY>,<ANY>,<ANY>,DDD,5071
1000,188,DDD,BBB,BBB,DDD,6693
