RuleId,Priority,Filter1,Filter2,Filter3,Filter4,OutputValue
1581,229,AAA,AAA,CCC,DDD,94
1582,168,DDD,DDD,CCC,<ANY>,58
1583,429,CCC,DDD,BBB,<ANY>,63
1584,658,AAA,DDD,BBB,DDD,8
1585,3,BBB,CCC,BBB,BBB,27
1586,875,CCC,CCC,<ANY>,AAA,88
1587,930,BBB,<ANY>,DDD,<ANY>,95
1588,910,BBB,CCC,AAA,BBB,1
1589,146,<ANY>,AAA,<ANY>,<ANY>,26
1590,745,<ANY>,<ANY>,DDD,CCC,14
1591,455,AAA,DDD,AAA,AAA,37
1592,200,BBB,<ANY>,<ANY>,BBB,43
1593,775,BBB,BBB,<ANY>,BBB,16
1594,928,AAA,AAA,AAA,AAA,43
1595,960,BBB,DDD,<ANY>,<ANY>,52
1596,884,CCC,CCC,DDD,DDD,64
1597,928,DDD,CCC,CCC,CCC,84
1598,87,<ANY>,BBB,AAA,BBB,97
1599,264,AAA,DDD,AAA,AAA,18
1600,451,AAA,DDD,<ANY>,DDD,40
1601,888,BBB,AAA,DDD,CCC,77
1602,520,BBB,CCC,CCC,DDD,78
1603,128,<ANY>,AAA,AAA,BBB,17
1604,326,<ANY>,<ANY>,AAA,<ANY>,66
1605,904,DDD,<ANY>,BBB,<ANY>,43
1606,879,BBB,DDD,<ANY>,<ANY>,36
1607,802,DDD,AAA,BBB,<ANY>,9
1608,599,DDD,DDD,BBB,BBB,25
1609,872,CCC,AAA,AAA,<ANY>,7
1610,545,BBB,DDD,<ANY>,BBB,52
1611,996,CCC,BBB,CCC,DDD,51
1612,878,BBB,AAA,DDD,CCC,32
1613,727,CCC,BBB,BBB,<ANY>,88
1614,614,DDD,BBB,AAA,<ANY>,37
1615,939,CCC,DDD,AAA,<ANY>,27
1616,183,AAA,<ANY>,AAA,AAA,35
1617,620,<ANY>,<ANY>,AAA,DDD,39
1618,973,DDD,<ANY>,<ANY>,<ANY>,26
1619,40,AAA,BBB,<ANY>,AAA,66
1620,482,BBB,BBB,BBB,BBB,54
1621,948,CCC,AAA,DDD,AAA,63
1622,466,DDD,<ANY>,<ANY>,<ANY>,67
1623,953,BBB,CCC,DDD,CCC,2
1624,577,BBB,AAA,<ANY>,AAA,87
1625,552,<ANY>,CCC,DDD,DDD,78
1626,659,AAA,DDD,CCC,<ANY>,43
1627,679,DDD,BBB,<ANY>,AAA,53
1628,678,BBB,BBB,AAA,DDD,19
1629,937,BBB,<ANY>,AAA,DDD,90
1630,322,AAA,<ANY>,DDD,CCC,18
1631,33,AAA,DDD,AAA,CCC,21
1632,417,AAA,BBB,BBB,BBB,37
1633,33,DDD,DDD,CCC,BBB,35
1634,122,<ANY>,AAA,CCC,CCC,96
1635,640,BBB,CCC,<ANY>,AAA,100
1636,67,BBB,DDD,<ANY>,<ANY>,44
1637,343,DDD,<ANY>,<ANY>,BBB,2
1638,636,AAA,CCC,CCC,AAA,2
1639,972,CCC,<ANY>,CCC,<ANY>,67
1640,831,CCC,AAA,DDD,BBB,23
1641,51,AAA,DDD,DDD,BBB,52
1642,310,DDD,BBB,AAA,BBB,63
1643,238,AAA,AAA,<ANY>,BBB,85
1644,39,AAA,DDD,AAA,<ANY>,18
1645,449,BBB,AAA,DDD,DDD,76
1646,282,BBB,BBB,BBB,BBB,95
1647,960,CCC,CCC,DDD,CCC,62
1648,422,BBB,CCC,CCC,AAA,96
1649,193,<ANY>,CCC,AAA,<ANY>,91
1650,381,AAA,AAA,BBB,DDD,88
1651,103,BBB,DDD,<ANY>,<ANY>,70
1652,411,<ANY>,BBB,CCC,BBB,22
1653,67,DDD,CCC,BBB,<ANY>,33
1654,515,AAA,AAA,AAA,DDD,49
1655,374,<ANY>,<ANY>,AAA,AAA,13
1656,666,CCC,CCC,DDD,BBB,95
1657,350,AAA,DDD,AAA,CCC,48
1658,547,CCC,AAA,DDD,AAA,16
1659,929,CCC,AAA,BBB,BBB,55
1660,910,BBB,CCC,<ANY>,AAA,7
1661,195,BBB,<ANY>,BBB,AAA,65
1662,472,CCC,CCC,AAA,CCC,5
1663,350,<ANY>,<ANY>,CCC,<ANY>,19
1664,454,<ANY>,<ANY>,<ANY>,<ANY>,43
1665,173,DDD,<ANY>,DDD,CCC,26
1666,555,AAA,CCC,BBB,DDD,31
1667,547,<ANY>,DDD,DDD,CCC,66
1668,182,AAA,BBB,<ANY>,DDD,44
1669,646,AAA,BBB,DDD,BBB,54
1670,890,<ANY>,DDD,<ANY>,BBB,29
1671,784,DDD,BBB,DDD,CCC,49
1672,656,CCC,<ANY>,DDD,DDD,54
1673,613,<ANY>,CCC,CCC,AAA,31
1674,919,DDD,CCC,BBB,BBB,86
1675,707,CCC,DDD,BBB,<ANY>,31
1676,791,BBB,<ANY>,<ANY>,DDD,47
1677,555,CCC,BBB,CCC,<ANY>,65
1678,66,<ANY>,BBB,AAA,AAA,22
1679,80,<ANY>,BBB,DDD,AAA,79
1680,684,<ANY>,AAA,AAA,CCC,54
1681,140,AAA,CCC,CCC,<ANY>,79
1682,444,BBB,<ANY>,AAA,CCC,59
1683,662,BBB,DDD,<ANY>,AAA,98
1684,244,<ANY>,BBB,BBB,BBB,48
1685,146,AAA,DDD,CCC,AAA,77
1686,367,<ANY>,CCC,DDD,CCC,4
1687,113,CCC,AAA,<ANY>,DDD,49
1688,167,DDD,DDD,AAA,DDD,61
1689,634,AAA,AAA,BBB,BBB,93
1690,948,<ANY>,BBB,DDD,DDD,37
1691,31,DDD,<ANY>,CCC,CCC,44
1692,845,AAA,AAA,<ANY>,DDD,78
1693,84,AAA,DDD,AAA,DDD,51
1694,479,BBB,AAA,CCC,AAA,65
1695,461,AAA,CCC,DDD,<ANY>,64
1696,903,AAA,<ANY>,DDD,DDD,58
1697,528,BBB,CCC,<ANY>,AAA,9
1698,548,<ANY>,CCC,DDD,AAA,8
1699,86,<ANY>,AAA,<ANY>,<ANY>,75
1700,584,DDD,DDD,AAA,BBB,39
1701,138,BBB,DDD,<ANY>,DDD,53
1702,928,DDD,<ANY>,AAA,CCC,69
1703,870,<ANY>,AAA,BBB,CCC,45
1704,569,CCC,CCC,BBB,BBB,34
1705,764,BBB,<ANY>,BBB,CCC,44
1706,640,<ANY>,<ANY>,<ANY>,BBB,41
1707,154,BBB,AAA,CCC,<ANY>,50
1708,417,<ANY>,DDD,DDD,CCC,49
1709,565,<ANY>,AAA,BBB,AAA,81
1710,731,CCC,CCC,<ANY>,BBB,56
1711,609,AAA,BBB,<ANY>,DDD,94
1712,971,BBB,DDD,AAA,BBB,12
1713,992,<ANY>,<ANY>,<ANY>,BBB,89
1714,696,<ANY>,CCC,BBB,DDD,27
1715,437,CCC,CCC,<ANY>,CCC,14
1716,99,DDD,<ANY>,BBB,CCC,35
1717,35,<ANY>,AAA,CCC,AAA,62
1718,264,<ANY>,CCC,CCC,AAA,70
1719,729,AAA,BBB,AAA,<ANY>,84
1720,781,AAA,AAA,DDD,DDD,35
1721,280,DDD,DDD,<ANY>,CCC,15
1722,817,CCC,CCC,AAA,CCC,26
1723,363,<ANY>,AAA,CCC,AAA,78
1724,634,AAA,AAA,CCC,AAA,99
1725,719,<ANY>,DDD,AAA,BBB,40
1726,301,DDD,AAA,CCC,BBB,5
1727,95,CCC,DDD,<ANY>,DDD,55
1728,332,<ANY>,BBB,AAA,<ANY>,29
1729,576,BBB,BBB,AAA,CCC,45
1730,688,CCC,DDD,CCC,<ANY>,22
1731,521,DDD,CCC,BBB,<ANY>,75
1732,538,AAA,CCC,DDD,AAA,48
1733,69,BBB,CCC,<ANY>,BBB,4
1734,929,BBB,AAA,CCC,AAA,100
1735,702,DDD,BBB,BBB,<ANY>,70
1736,209,AAA,CCC,AAA,AAA,27
1737,727,CCC,DDD,AAA,BBB,47
1738,823,DDD,BBB,DDD,DDD,25
1739,909,DDD,BBB,BBB,<ANY>,58
1740,394,BBB,CCC,CCC,BBB,77
1741,842,CCC,AAA,<ANY>,<ANY>,9
1742,502,AAA,CCC,<ANY>,DDD,52
1743,267,BBB,CCC,<ANY>,BBB,79
1744,877,<ANY>,AAA,DDD,BBB,31
1745,829,BBB,BBB,AAA,BBB,90
1746,202,CCC,<ANY>,AAA,CCC,7
1747,191,AAA,DDD,BBB,AAA,93
1748,484,AAA,DDD,BBB,<ANY>,82
1749,286,BBB,DDD,BBB,CCC,21
1750,170,CCC,BBB,AAA,BBB,44
1751,308,DDD,CCC,<ANY>,DDD,76
1752,692,<ANY>,BBB,DDD,<ANY>,52
1753,201,CCC,DDD,AAA,DDD,13
1754,883,BBB,CCC,AAA,BBB,37
1755,989,<ANY>,AAA,AAA,CCC,84
1756,342,DDD,<ANY>,<ANY>,AAA,38
1757,798,DDD,<ANY>,DDD,AAA,15
1758,343,DDD,<ANY>,BBB,CCC,36
1759,855,DDD,DDD,BBB,BBB,35
1760,392,<ANY>,AAA,BBB,BBB,50
1761,270,BBB,BBB,DDD,AAA,6
1762,839,<ANY>,CCC,BBB,CCC,94
1763,31,AAA,DDD,DDD,DDD,69
1764,915,BBB,BBB,BBB,AAA,92
1765,481,CCC,DDD,<ANY>,DDD,48
1766,838,CCC,AAA,CCC,BBB,37
1767,584,AAA,BBB,AAA,DDD,94
1768,503,CCC,AAA,CCC,<ANY>,79
1769,6,BBB,CCC,AAA,BBB,80
1770,956,DDD,CCC,AAA,CCC,85
1771,929,BBB,AAA,DDD,CCC,28
1772,214,AAA,DDD,BBB,<ANY>,10
1773,182,CCC,<ANY>,AAA,<ANY>,53
1774,931,DDD,BBB,CCC,DDD,37
1775,629,<ANY>,DDD,BBB,CCC,8
1776,871,BBB,<ANY>,DDD,DDD,27
1777,777,DDD,<ANY>,AAA,CCC,83
1778,847,DDD,AAA,BBB,DDD,64
1779,801,CCC,DDD,<ANY>,DDD,67
1780,236,<ANY>,DDD,<ANY>,CCC,3
1781,592,DDD,<ANY>,<ANY>,DDD,61
1782,732,DDD,DDD,CCC,DDD,88
1783,789,<ANY>,CCC,CCC,AAA,2
1784,641,CCC,BBB,DDD,DDD,29
1785,419,CCC,CCC,CCC,<ANY>,50
1786,778,AAA,DDD,BBB,BBB,58
1787,56,BBB,<ANY>,<ANY>,AAA,67
1788,500,BBB,<ANY>,AAA,DDD,78
1789,491,BBB,AAA,BBB,BBB,13
1790,231,BBB,DDD,DDD,CCC,77
1791,69,CCC,AAA,AAA,DDD,82
1792,97,BBB,DDD,DDD,<ANY>,4
1793,132,<ANY>,DDD,DDD,CCC,92
1794,693,AAA,DDD,BBB,BBB,72
1795,502,DDD,AAA,AAA,<ANY>,51
1796,791,AAA,BBB,AAA,DDD,78
1797,878,<ANY>,AAA,DDD,<ANY>,31
1798,766,CCC,AAA,CCC,BBB,71
1799,588,DDD,BBB,DDD,DDD,12
1800,166,AAA,DDD,DDD,BBB,11
1801,197,AAA,DDD,DDD,<ANY>,10
1802,324,CCC,AAA,BBB,CCC,88
1803,224,BBB,CCC,AAA,<ANY>,32
1804,663,BBB,CCC,DDD,CCC,42
1805,638,<ANY>,CCC,BBB,<ANY>,89
1806,388,BBB,<ANY>,BBB,<ANY>,64
1807,760,CCC,CCC,AAA,AAA,53
1808,778,CCC,AAA,<ANY>,<ANY>,60
1809,902,<ANY>,CCC,AAA,BBB,54
1810,561,BBB,CCC,CCC,AAA,60
1811,783,AAA,BBB,DDD,CCC,77
1812,338,<ANY>,CCC,AAA,CCC,39
1813,287,AAA,AAA,CCC,AAA,46
1814,785,AAA,CCC,BBB,DDD,23
1815,719,BBB,<ANY>,CCC,DDD,92
1816,222,CCC,<ANY>,CCC,<ANY>,11
1817,139,AAA,AAA,CCC,AAA,96
1818,766,DDD,<ANY>,<ANY>,DDD,18
1819,478,<ANY>,<ANY>,<ANY>,BBB,96
1820,564,CCC,AAA,<ANY>,<ANY>,74
1821,400,AAA,<ANY>,AAA,CCC,72
1822,292,DDD,AAA,DDD,AAA,56
1823,999,AAA,CCC,AAA,CCC,76
1824,995,BBB,BBB,CCC,CCC,68
1825,526,<ANY>,CCC,CCC,DDD,74
1826,272,AAA,DDD,AAA,BBB,10
1827,782,CCC,DDD,DDD,BBB,42
1828,128,BBB,CCC,DDD,CCC,47
1829,909,<ANY>,<ANY>,BBB,AAA,6
1830,215,AAA,AAA,CCC,AAA,82
1831,233,CCC,CCC,CCC,AAA,4
1832,291,BBB,BBB,DDD,CCC,89
1833,261,<ANY>,AAA,<ANY>,AAA,50
1834,25,BBB,AAA,CCC,BBB,65
1835,559,CCC,CCC,<ANY>,<ANY>,92
1836,996,<ANY>,CCC,AAA,AAA,62
1837,986,<ANY>,CCC,<ANY>,AAA,7
1838,591,DDD,<ANY>,<ANY>,DDD,8
1839,297,CCC,CCC,AAA,CCC,96
1840,574,DDD,DDD,<ANY>,AAA,36
1841,746,AAA,CCC,<ANY>,BBB,57
1842,50,BBB,AAA,BBB,AAA,80
1843,355,CCC,DDD,CCC,DDD,57
1844,190,BBB,BBB,DDD,CCC,100
1845,654,<ANY>,BBB,CCC,AAA,31
1846,504,<ANY>,AAA,CCC,<ANY>,1
1847,283,BBB,CCC,<ANY>,<ANY>,90
1848,315,BBB,<ANY>,AAA,AAA,68
1849,642,BBB,BBB,DDD,CCC,4
1850,994,DDD,<ANY>,CCC,CCC,63
1851,298,BBB,<ANY>,AAA,CCC,41
1852,65,DDD,BBB,DDD,AAA,94
1853,350,<ANY>,DDD,AAA,DDD,42
1854,975,DDD,AAA,BBB,<ANY>,22
1855,858,CCC,BBB,AAA,<ANY>,48
1856,462,BBB,AAA,DDD,AAA,55
1857,275,AAA,BBB,AAA,BBB,86
1858,180,BBB,BBB,CCC,CCC,72
1859,998,DDD,<ANY>,<ANY>,BBB,49
1860,246,BBB,BBB,DDD,DDD,55
1861,582,CCC,<ANY>,DDD,BBB,6
1862,457,AAA,<ANY>,DDD,BBB,25
1863,671,CCC,<ANY>,CCC,AAA,37
1864,18,<ANY>,CCC,<ANY>,BBB,4
1865,216,DDD,BBB,DDD,CCC,45
1866,298,DDD,DDD,DDD,DDD,92
1867,262,AAA,BBB,CCC,CCC,46
1868,938,BBB,CCC,<ANY>,<ANY>,96
1869,150,AAA,CCC,DDD,AAA,90
1870,271,<ANY>,DDD,<ANY>,BBB,39
1871,279,DDD,BBB,<ANY>,DDD,63
1872,82,AAA,BBB,BBB,CCC,88
1873,64,<ANY>,DDD,<ANY>,CCC,23
1874,711,BBB,CCC,BBB,<ANY>,59
1875,159,BBB,CCC,AAA,<ANY>,33
1876,455,DDD,DDD,BBB,BBB,6
1877,186,<ANY>,BBB,<ANY>,<ANY>,88
1878,785,<ANY>,<ANY>,BBB,DDD,70
1879,288,<ANY>,DDD,CCC,<ANY>,9
1880,2,AAA,<ANY>,AAA,DDD,78
1881,667,CCC,DDD,<ANY>,<ANY>,92
1882,687,CCC,CCC,<ANY>,BBB,9
1883,566,BBB,CCC,CCC,<ANY>,25
1884,803,CCC,CCC,<ANY>,DDD,12
1885,695,BBB,<ANY>,BBB,BBB,1
1886,267,CCC,<ANY>,CCC,<ANY>,53
1887,934,CCC,BBB,<ANY>,AAA,71
1888,950,DDD,BBB,AAA,CCC,73
1889,352,DDD,CCC,BBB,AAA,95
1890,385,CCC,CCC,AAA,CCC,7
1891,35,CCC,CCC,BBB,<ANY>,66
1892,827,AAA,<ANY>,CCC,CCC,61
1893,203,BBB,<ANY>,BBB,CCC,49
1894,887,DDD,AAA,CCC,<ANY>,28
1895,954,AAA,CCC,CCC,BBB,65
1896,556,DDD,CCC,DDD,DDD,62
1897,730,AAA,<ANY>,CCC,DDD,71
1898,306,AAA,DDD,AAA,<ANY>,45
1899,682,<ANY>,BBB,DDD,AAA,13
1900,828,BBB,DDD,AAA,BBB,46
1901,842,AAA,AAA,AAA,AAA,1
1902,105,CCC,<ANY>,AAA,<ANY>,83
1903,463,DDD,BBB,BBB,DDD,9
1904,497,DDD,BBB,DDD,<ANY>,49
1905,302,CCC,<ANY>,<ANY>,AAA,26
1906,394,<ANY>,BBB,DDD,<ANY>,50
1907,116,AAA,CCC,BBB,CCC,28
1908,692,CCC,CCC,CCC,<ANY>,89
1909,907,CCC,DDD,CCC,BBB,68
1910,166,AAA,AAA,AAA,BBB,73
1911,296,DDD,CCC,CCC,AAA,79
1912,45,BBB,BBB,<ANY>,BBB,80
1913,200,CCC,<ANY>,CCC,DDD,96
1914,194,DDD,BBB,<ANY>,BBB,56
1915,485,CCC,CCC,AAA,DDD,65
1916,701,BBB,CCC,AAA,AAA,41
1917,38,BBB,BBB,AAA,AAA,44
1918,984,<ANY>,DDD,CCC,AAA,39
1919,513,BBB,DDD,DDD,CCC,55
1920,19,DDD,BBB,BBB,BBB,79
1921,445,<ANY>,DDD,AAA,<ANY>,56
1922,727,DDD,CCC,CCC,BBB,25
1923,763,DDD,AAA,AAA,<ANY>,40
1924,910,DDD,CCC,<ANY>,AAA,67
1925,417,<ANY>,AAA,DDD,<ANY>,68
1926,365,BBB,BBB,AAA,AAA,34
1927,915,AAA,BBB,DDD,CCC,77
1928,158,CCC,DDD,CCC,<ANY>,62
1929,581,CCC,CCC,BBB,AAA,61
1930,993,CCC,AAA,DDD,<ANY>,27
1931,225,DDD,<ANY>,BBB,DDD,5
1932,968,AAA,AAA,DDD,CCC,75
1933,135,DDD,<ANY>,BBB,AAA,92
1934,475,AAA,CCC,DDD,BBB,13
1935,115,CCC,BBB,CCC,BBB,15
1936,250,BBB,DDD,BBB,DDD,40
1937,4,CCC,<ANY>,DDD,AAA,89
1938,730,DDD,DDD,CCC,CCC,42
1939,412,BBB,BBB,DDD,CCC,3
1940,180,AAA,DDD,CCC,AAA,85
1941,853,BBB,AAA,DDD,AAA,44
1942,69,DDD,BBB,<ANY>,AAA,63
1943,161,BBB,<ANY>,<ANY>,<ANY>,76
1944,885,CCC,CCC,DDD,<ANY>,20
1945,101,<ANY>,DDD,DDD,AAA,77
1946,647,CCC,CCC,<ANY>,AAA,23
1947,356,CCC,CCC,DDD,<ANY>,77
1948,369,CCC,AAA,DDD,DDD,9
1949,122,CCC,<ANY>,AAA,CCC,6
1950,20,AAA,AAA,CCC,CCC,84
1951,488,CCC,BBB,AAA,CCC,4
1952,700,DDD,DDD,BBB,<ANY>,53
1953,196,BBB,DDD,CCC,BBB,35
1954,841,BBB,BBB,DDD,BBB,27
1955,73,<ANY>,AAA,BBB,CCC,80
1956,34,AAA,DDD,DDD,<ANY>,72
1957,477,BBB,DDD,CCC,<ANY>,22
1958,404,CCC,<ANY>,CCC,<ANY>,71
1959,998,DDD,AAA,DDD,DDD,21
1960,980,BBB,AAA,DDD,<ANY>,15
1961,464,<ANY>,<ANY>,CCC,<ANY>,74
1962,297,BBB,BBB,AAA,CCC,27
1963,924,AAA,BBB,AAA,AAA,3
1964,476,DDD,<ANY>,CCC,DDD,79
1965,90,AAA,AAA,DDD,DDD,73
1966,517,<ANY>,CCC,<ANY>,<ANY>,30
1967,189,DDD,<ANY>,BBB,<ANY>,56
1968,313,CCC,<ANY>,CCC,AAA,49
1969,500,DDD,<ANY>,AAA,BBB,96
1970,200,AAA,<ANY>,<ANY>,CCC,99
1971,232,BBB,DDD,<ANY>,AAA,92
1972,459,<ANY>,<ANY>,DDD,DDD,72
1973,664,BBB,CCC,<ANY>,CCC,65
1974,391,AAA,AAA,BBB,BBB,93
1975,337,CCC,<ANY>,CCC,CCC,42
1976,357,CCC,<ANY>,BBB,CCC,93
1977,298,BBB,<ANY>,CCC,DDD,97
1978,325,<ANY>,BBB,DDD,<ANY>,72
1979,440,AAA,AAA,BBB,CCC,80
1980,920,<ANY>,DDD,<ANY>,AAA,98
1981,521,<ANY>,CCC,BBB,DDD,18
1982,103,CCC,AAA,BBB,CCC,1
1983,589,BBB,CCC,<ANY>,DDD,87
1984,117,<ANY>,CCC,BBB,<ANY>,82
1985,716,DDD,<ANY>,<ANY>,DDD,84
1986,608,<ANY>,<ANY>,DDD,CCC,90
1987,269,BBB,BBB,CCC,BBB,93
1988,315,<ANY>,BBB,AAA,AAA,79
1989,402,DDD,DDD,BBB,DDD,7
1990,283,DDD,DDD,CCC,AAA,26
1991,609,<ANY>,DDD,CCC,AAA,40
1992,94,AAA,<ANY>,DDD,CCC,2
1993,201,DDD,<ANY>,BBB,BBB,21
1994,40,CCC,<ANY>,CCC,DDD,63
1995,890,CCC,DDD,<ANY>,<ANY>,52
1996,554,CCC,<ANY>,DDD,CCC,71
1997,299,BBB,DDD,AAA,BBB,16
1998,855,<ANY>,DDD,<ANY>,AAA,61
1999,80,CCC,<ANY>,BBB,CCC,30
2000,924,DDD,AAA,AAA,BBB,81
2001,168,<ANY>,DDD,<ANY>,DDD,88
2002,158,<ANY>,BBB,AAA,DDD,70
2003,984,CCC,<ANY>,CCC,AAA,16
2004,641,<ANY>,BBB,DDD,DDD,22
2005,787,BBB,AAA,BBB,AAA,13
2006,131,CCC,DDD,DDD,CCC,81
2007,813,DDD,BBB,CCC,AAA,13
2008,551,<ANY>,DDD,<ANY>,CCC,58
2009,618,BBB,DDD,CCC,<ANY>,92
2010,129,DDD,<ANY>,AAA,DDD,65
2011,561,CCC,CCC,DDD,DDD,73
2012,875,BBB,<ANY>,AAA,<ANY>,33
2013,405,AAA,CCC,BBB,AAA,34
2014,833,DDD,<ANY>,DDD,CCC,46
2015,857,BBB,AAA,CCC,DDD,52
2016,517,CCC,DDD,CCC,AAA,1
2017,3,AAA,BBB,DDD,<ANY>,24
2018,624,AAA,BBB,CCC,DDD,15
2019,861,AAA,AAA,DDD,CCC,54
2020,678,BBB,<ANY>,DDD,<ANY>,8
2021,566,DDD,DDD,BBB,AAA,58
2022,985,<ANY>,BBB,AAA,BBB,11
2023,253,BBB,<ANY>,DDD,BBB,74
2024,539,AAA,CCC,AAA,<ANY>,81
2025,948,BBB,DDD,<ANY>,BBB,75
2026,5,CCC,AAA,BBB,AAA,56
2027,106,CCC,<ANY>,BBB,CCC,26
2028,663,AAA,AAA,CCC,AAA,84
2029,538,AAA,BBB,DDD,DDD,24
2030,731,<ANY>,CCC,<ANY>,AAA,84
2031,530,BBB,<ANY>,AAA,CCC,62
2032,791,CCC,DDD,<ANY>,AAA,19
2033,575,BBB,DDD,BBB,BBB,57
2034,158,BBB,CCC,CCC,BBB,74
2035,177,BBB,DDD,<ANY>,BBB,13
2036,796,CCC,BBB,DDD,CCC,39
2037,292,AAA,BBB,AAA,BBB,40
2038,688,AAA,AAA,BBB,CCC,22
2039,88,CCC,BBB,BBB,<ANY>,56
2040,506,CCC,AAA,DDD,CCC,97
2041,669,<ANY>,DDD,BBB,BBB,6
2042,477,<ANY>,BBB,BBB,<ANY>,18
2043,450,BBB,AAA,<ANY>,DDD,91
2044,816,CCC,DDD,CCC,AAA,22
2045,137,AAA,AAA,AAA,DDD,8
2046,155,AAA,AAA,AAA,<ANY>,9
2047,35,DDD,AAA,DDD,CCC,44
2048,32,<ANY>,DDD,DDD,AAA,38
2049,668,DDD,AAA,AAA,DDD,10
2050,442,BBB,<ANY>,CCC,DDD,1
2051,128,AAA,AAA,BBB,AAA,47
2052,629,DDD,CCC,<ANY>,AAA,60
2053,824,AAA,BBB,DDD,DDD,22
2054,943,CCC,<ANY>,BBB,DDD,37
2055,419,DDD,BBB,<ANY>,<ANY>,68
2056,175,DDD,CCC,AAA,CCC,19
2057,3,DDD,<ANY>,BBB,DDD,21
2058,29,AAA,BBB,AAA,AAA,2
2059,809,<ANY>,DDD,AAA,AAA,83
2060,552,CCC,<ANY>,DDD,CCC,49
2061,163,<ANY>,CCC,CCC,BBB,3
2062,5,BBB,AAA,CCC,BBB,57
2063,491,DDD,<ANY>,AAA,CCC,42
2064,215,BBB,AAA,AAA,DDD,17
2065,507,CCC,AAA,CCC,<ANY>,64
2066,399,CCC,<ANY>,AAA,AAA,22
2067,568,AAA,BBB,AAA,AAA,2
2068,908,BBB,CCC,AAA,AAA,62
2069,661,CCC,AAA,DDD,AAA,87
2070,196,CCC,<ANY>,DDD,DDD,30
2071,514,BBB,BBB,AAA,CCC,19
2072,433,DDD,CCC,DDD,<ANY>,76
2073,426,AAA,AAA,AAA,DDD,90
2074,809,DDD,AAA,<ANY>,DDD,85
2075,399,<ANY>,<ANY>,DDD,BBB,15
2076,300,BBB,DDD,DDD,CCC,74
2077,235,DDD,<ANY>,<ANY>,BBB,40
2078,510,<ANY>,BBB,DDD,CCC,87
2079,82,DDD,BBB,CCC,AAA,82
2080,419,<ANY>,AAA,AAA,<ANY>,93
2081,92,AAA,AAA,AAA,<ANY>,69
2082,244,DDD,CCC,BBB,BBB,21
2083,471,CCC,DDD,CCC,CCC,40
2084,354,AAA,BBB,AAA,AAA,16
2085,107,<ANY>,BBB,DDD,BBB,39
2086,969,<ANY>,BBB,DDD,<ANY>,65
2087,234,<ANY>,DDD,DDD,BBB,36
2088,730,<ANY>,DDD,AAA,CCC,39
2089,67,AAA,<ANY>,CCC,AAA,63
2090,238,BBB,BBB,BBB,AAA,79
2091,708,<ANY>,CCC,<ANY>,<ANY>,8
2092,1000,DDD,CCC,CCC,CCC,100
2093,246,<ANY>,AAA,CCC,DDD,66
2094,430,CCC,DDD,BBB,AAA,21
2095,369,AAA,<ANY>,CCC,BBB,51
2096,78,<ANY>,<ANY>,CCC,AAA,59
2097,482,CCC,BBB,DDD,BBB,81
2098,226,AAA,AAA,BBB,AAA,57
2099,762,AAA,DDD,<ANY>,<ANY>,100
2100,506,CCC,DDD,AAA,DDD,55
2101,755,DDD,AAA,AAA,AAA,9
2102,831,CCC,BBB,AAA,DDD,65
2103,802,DDD,BBB,<ANY>,CCC,91
2104,527,BBB,DDD,DDD,BBB,10
2105,446,AAA,DDD,<ANY>,AAA,65
2106,643,BBB,BBB,CCC,DDD,24
2107,430,AAA,<ANY>,<ANY>,AAA,63
2108,426,DDD,<ANY>,CCC,<ANY>,32
2109,520,<ANY>,BBB,CCC,AAA,25
2110,226,AAA,DDD,DDD,BBB,89
2111,712,CCC,DDD,DDD,AAA,53
2112,677,AAA,DDD,<ANY>,DDD,20
2113,210,CCC,AAA,AAA,BBB,61
2114,747,DDD,BBB,BBB,<ANY>,38
2115,170,<ANY>,<ANY>,AAA,BBB,87
2116,161,BBB,CCC,DDD,DDD,23
2117,167,BBB,AAA,<ANY>,BBB,87
2118,579,<ANY>,AAA,BBB,AAA,43
2119,690,BBB,<ANY>,BBB,DDD,94
2120,60,DDD,CCC,CCC,DDD,1
2121,147,<ANY>,CCC,<ANY>,CCC,48
2122,64,BBB,CCC,AAA,AAA,3
2123,781,AAA,CCC,AAA,<ANY>,25
2124,10,BBB,<ANY>,BBB,DDD,78
2125,849,CCC,AAA,BBB,BBB,63
2126,746,CCC,DDD,BBB,<ANY>,91
2127,99,CCC,CCC,DDD,CCC,38
2128,256,AAA,BBB,BBB,CCC,48
2129,602,CCC,BBB,<ANY>,<ANY>,1
2130,455,CCC,AAA,DDD,CCC,22
2131,228,BBB,DDD,BBB,<ANY>,84
2132,40,BBB,AAA,CCC,AAA,80
2133,201,CCC,DDD,<ANY>,CCC,32
2134,423,CCC,BBB,<ANY>,AAA,37
2135,108,CCC,BBB,CCC,BBB,75
2136,414,DDD,DDD,BBB,AAA,38
2137,20,AAA,DDD,<ANY>,AAA,61
2138,740,CCC,DDD,CCC,DDD,18
2139,713,BBB,DDD,AAA,<ANY>,50
2140,888,AAA,BBB,BBB,DDD,73
2141,520,BBB,DDD,AAA,CCC,52
2142,662,DDD,CCC,DDD,CCC,65
2143,52,CCC,AAA,<ANY>,CCC,3
2144,718,DDD,<ANY>,BBB,CCC,46
2145,965,CCC,<ANY>,BBB,DDD,100
2146,279,AAA,BBB,BBB,BBB,40
2147,685,DDD,BBB,CCC,DDD,69
2148,226,CCC,AAA,<ANY>,DDD,71
